,Original_Labels_Color,Log_Reg Prediction,DTC Prediction,Weight,Colour_Predition_1000,Colour_Predition_25,Colour_Predition_50,Colour_Predition_100,Colour_Predition_150,BW_Predition_100,BW_Predition_1000,BW_Predition_25,BW_Predition_50,BW_Predition_150,Colour_Predition_Weight
1664,2,2,2,5.44,2,2,2,2,2,2,2,2,2,2,2
1665,2,2,2,4.9,2,2,2,2,2,2,2,2,2,2,2
1666,2,4,4,8.56,2,2,2,2,2,2,2,2,2,2,2
1667,2,2,2,5.18,2,2,2,2,2,2,2,2,2,2,2
1668,2,2,2,5.58,2,2,2,2,2,2,2,2,2,2,2
1669,2,2,2,4.56,2,2,2,2,2,2,2,2,2,2,2
1670,2,2,2,5.3,2,2,2,2,2,2,2,2,2,2,2
1671,2,2,2,4.96,2,2,2,2,2,2,2,2,2,2,2
1672,2,2,2,4.74,2,2,2,2,2,2,2,2,2,2,2
1673,2,2,2,5.1,2,2,2,2,2,2,2,2,2,2,2
1674,2,2,2,5.08,2,2,2,2,2,2,2,2,2,2,2
1675,2,2,2,4.82,2,2,2,2,2,2,2,2,2,2,2
1676,2,2,4,5.9,2,2,0,2,2,2,0,0,0,2,2
1677,2,4,2,6.74,2,2,2,2,2,2,2,2,2,2,2
1678,2,2,2,5.5,2,2,2,2,2,2,2,2,2,2,2
1679,2,2,2,7.3,2,2,2,2,2,2,2,2,2,2,2
1680,2,4,4,7.38,2,2,2,2,2,0,0,0,0,0,2
1681,2,4,4,7.54,2,2,2,2,2,2,2,0,2,2,2
1682,2,4,2,6.16,2,2,2,2,2,2,2,2,2,2,2
1683,2,2,2,4.94,2,2,2,2,2,2,2,2,2,2,2
1684,2,4,2,7.46,2,2,2,2,2,2,2,2,2,2,2
1685,2,2,2,6.02,2,2,2,2,2,2,2,2,2,2,2
1686,2,2,2,4.86,2,2,2,2,2,2,2,2,2,2,2
1687,2,2,2,4.74,2,2,2,2,2,2,2,2,2,2,2
1688,2,2,2,5.38,2,2,2,2,2,2,2,2,2,2,2
1689,2,2,2,6.28,2,2,2,2,2,2,2,2,2,2,2
1690,2,2,2,7.48,2,2,2,2,2,2,2,2,2,2,2
1691,2,4,2,8.3,2,2,2,2,2,2,2,2,2,2,2
1692,2,2,2,4.68,2,2,2,2,2,2,2,2,2,2,2
1693,2,2,2,4.84,2,2,2,2,2,2,2,2,2,2,2
1694,2,2,2,5.06,2,2,2,2,2,2,2,2,2,2,2
1695,2,2,2,4.88,2,0,2,2,2,2,2,2,2,2,2
1696,2,2,2,5.72,2,2,2,2,2,2,2,2,2,2,2
1697,2,2,2,5.68,2,2,2,2,2,2,0,0,0,2,2
1698,2,2,0,5.12,2,2,2,2,2,2,2,2,2,0,2
1699,2,2,0,4.4,2,2,2,2,3,2,2,2,2,2,2
1700,2,2,0,5.46,2,0,0,0,0,2,0,0,0,0,0
1701,2,2,2,5.28,2,2,2,2,2,2,2,2,2,2,2
1702,2,2,2,5.12,2,2,2,2,2,2,2,2,2,2,2
1703,2,2,0,5.72,2,2,2,2,2,2,2,2,2,2,2
1704,2,2,2,5.74,2,2,2,2,2,2,4,2,2,2,2
1705,2,2,2,5.34,2,2,2,2,2,2,2,2,2,2,2
1706,2,2,2,4.64,2,2,2,2,2,2,2,2,2,2,2
1707,2,4,2,6.02,2,2,2,2,2,2,2,2,2,2,2
1708,2,2,2,6.34,2,2,2,2,2,2,2,2,2,2,2
1709,2,2,2,4.36,2,2,2,2,2,2,2,2,2,2,2
1710,2,2,2,6.1,2,2,2,2,2,2,2,2,2,2,2
1711,2,4,2,6.16,2,2,2,2,2,2,2,2,2,2,2
1712,2,2,2,6.14,2,2,2,2,2,2,2,2,2,2,2
1713,2,2,2,4.84,2,2,2,2,2,2,2,2,2,2,2
1714,2,2,2,4.52,2,2,2,2,2,2,2,2,2,2,2
1715,2,2,2,6.6,2,2,2,2,2,2,2,2,2,2,2
1716,2,2,2,5.92,2,2,2,2,2,2,2,2,2,2,2
1717,2,2,2,4.58,2,2,2,2,2,2,2,2,2,2,2
1718,2,2,2,5.14,2,2,2,2,2,2,2,2,2,2,2
1719,2,2,2,5.36,2,2,2,2,2,2,2,2,2,2,2
1720,2,2,2,5.02,2,2,2,2,2,2,2,2,2,2,2
1721,2,2,4,6.52,2,2,2,2,2,2,2,0,0,2,2
1722,2,2,2,4.02,2,2,2,2,2,2,2,2,2,2,2
1723,2,2,2,3.92,2,2,2,2,2,2,2,2,2,2,2
1724,2,2,2,5.44,2,2,2,2,2,2,2,2,0,2,2
1725,2,2,2,5.22,2,2,2,2,2,2,2,2,2,2,2
1726,2,2,2,4.72,2,2,2,2,2,2,2,2,2,2,2
1727,2,2,2,5.22,2,2,2,2,2,2,2,2,2,2,2
1728,2,2,2,4.56,2,2,2,2,2,2,2,2,2,2,2
1729,2,2,2,4.3,2,2,2,2,2,2,2,2,2,2,2
1730,2,2,2,4.28,2,2,2,2,2,2,2,2,2,2,2
1731,2,2,2,4.5,2,2,2,2,2,2,2,2,2,2,2
1732,2,2,2,3.84,2,2,2,2,2,2,2,2,2,2,2
1733,2,2,2,3.66,2,2,2,2,2,2,2,2,2,2,2
1734,2,2,2,3.92,2,2,2,2,2,2,2,2,2,2,2
1735,2,3,2,2.96,2,2,2,2,2,2,2,2,2,2,2
1736,2,3,4,2.58,2,2,2,2,2,2,3,2,2,3,2
1737,2,2,2,3.14,2,2,2,2,2,2,2,2,2,2,2
1738,2,3,2,2.84,2,3,3,3,3,3,3,2,2,3,2
1739,2,2,2,3.3,2,2,2,2,2,2,2,2,2,2,2
1740,2,2,2,2.72,2,2,2,2,2,2,2,2,2,2,2
1741,2,2,2,4.18,2,2,2,2,2,2,2,2,2,2,2
1742,2,2,2,4.2,2,2,2,2,2,2,2,2,2,2,2
1743,2,2,2,4.3,2,2,2,2,2,2,2,2,2,2,2
1744,2,2,2,3.92,2,2,2,2,2,2,2,2,2,2,2
1745,2,2,2,3.94,2,2,2,2,2,2,2,2,2,2,2
1746,2,2,2,3.4,2,2,2,2,2,2,2,2,2,2,2
1747,2,2,2,3.5,2,2,2,2,2,2,2,2,2,2,2
1748,2,2,2,3.74,2,2,2,2,2,2,2,2,2,2,2
1749,2,2,2,2.8,2,2,2,2,2,2,2,2,2,2,2
1750,2,3,2,3.02,2,2,2,2,2,0,2,2,2,2,2
1751,2,2,2,3.7,2,2,2,2,2,2,2,2,2,2,2
1752,2,2,2,3.06,2,2,2,2,2,2,2,2,2,2,2
1753,2,2,2,3.06,2,2,2,2,2,2,2,2,2,2,2
1754,2,2,2,3.36,2,2,2,2,2,2,2,2,2,2,2
1755,2,2,2,3.98,2,2,2,2,2,2,2,2,2,2,2
1756,2,2,2,4.5,2,4,2,2,2,2,2,2,2,2,2
1757,2,2,2,4.32,2,2,2,2,2,2,2,2,2,2,2
1758,2,2,2,4.26,2,2,2,2,2,2,2,2,2,2,2
1759,2,2,2,3.5,2,2,2,2,2,2,2,2,2,2,2
1760,2,2,2,3.76,2,2,2,2,2,2,2,2,2,2,2
1761,2,2,2,3.5,2,2,2,2,2,2,2,2,2,2,2
1762,2,2,2,3.9,2,2,2,2,2,2,2,2,2,2,2
1763,2,2,2,4.56,2,2,2,2,2,2,2,2,2,2,2
1764,2,2,2,4.52,2,2,2,2,2,2,2,2,2,2,2
1765,2,2,2,4.4,2,2,2,2,2,2,2,2,2,2,2
1766,2,2,2,4.58,2,2,2,2,2,2,2,2,2,2,2
1767,2,4,2,3.98,2,2,2,2,2,2,2,2,2,2,2
1768,2,2,2,4.14,2,2,2,2,2,2,2,2,2,2,2
1769,2,2,2,3.88,2,2,2,2,2,2,2,2,2,2,2
1770,2,2,2,3.82,2,2,2,2,2,2,2,2,2,2,2
1771,2,2,2,3.74,2,2,2,2,2,2,2,2,2,2,2
1772,2,2,2,4.6,2,2,2,2,2,2,2,2,2,2,2
1773,2,2,2,4.62,2,2,2,2,2,2,2,2,2,2,2
1774,2,2,2,3.68,2,2,2,2,2,2,2,2,2,2,2
1775,2,2,2,3.64,2,2,2,2,2,2,2,2,2,2,2
1776,2,2,2,4.28,2,2,2,2,2,2,2,2,2,2,2
1777,2,2,2,3.26,2,2,2,2,2,2,2,2,2,2,2
1778,2,2,2,3.78,2,2,2,2,2,2,2,2,2,2,2
1779,2,2,2,3.08,2,2,2,2,2,2,2,2,2,2,2
1780,2,2,2,2.84,2,2,2,2,2,2,2,2,2,2,2
1781,2,2,2,3.84,2,2,2,2,2,2,2,2,2,2,2
1782,2,2,2,4.12,2,2,2,2,2,2,2,2,2,2,2
1783,2,2,2,4.74,2,2,2,2,2,2,2,2,2,2,2
1784,2,2,2,3.96,2,2,2,2,2,2,2,2,2,2,2
1785,2,2,2,3.54,2,2,2,2,2,2,2,2,2,2,2
1786,2,2,2,3.3,2,2,2,2,2,2,2,2,2,2,2
1787,2,2,2,3.56,2,2,2,2,2,2,2,2,2,2,2
1788,2,2,2,3.22,2,2,2,2,2,2,2,2,2,2,2
1789,2,2,2,3.64,2,2,2,2,2,2,2,2,2,2,2
1790,2,2,2,2.94,2,2,2,2,2,2,2,2,2,2,2
1791,2,2,2,4.36,2,2,2,2,2,2,2,2,2,2,2
1792,2,2,2,3.42,2,2,2,2,2,2,2,2,2,2,2
1793,2,2,2,3.8,2,2,2,2,2,2,2,2,2,2,2
1794,2,2,2,3.52,2,2,2,2,2,2,2,2,2,2,2
1795,2,2,2,3.22,2,2,2,2,2,2,2,2,2,2,2
1796,2,2,2,4.56,2,2,2,2,2,2,2,2,2,2,2
1797,2,2,2,3.78,2,2,2,2,2,2,2,2,2,2,2
1798,2,2,2,3.66,2,2,2,2,2,2,2,2,2,2,2
1799,2,2,2,3.6,2,2,2,2,2,2,2,2,2,2,2
1800,2,2,2,5.62,2,0,2,2,2,2,2,2,2,2,2
1801,2,2,2,5.46,2,0,2,2,2,2,2,2,2,0,2
1802,2,2,2,5.96,2,2,2,2,2,2,2,2,2,2,2
1803,2,2,2,5.86,2,2,2,2,2,2,2,2,2,2,2
1804,2,2,2,5.44,2,2,2,2,2,2,2,2,2,2,2
1805,2,2,2,5.38,2,2,2,2,2,2,2,2,2,2,2
1806,2,2,2,6.06,2,2,2,2,2,2,2,2,2,2,2
1807,2,4,2,6.18,2,2,2,2,2,2,2,2,2,2,2
1808,2,2,2,5.66,2,2,2,2,2,2,2,2,2,2,2
1809,2,2,4,6.9,2,2,2,2,2,2,2,2,2,2,2
1810,2,2,2,7.14,2,2,2,2,2,2,2,2,2,2,2
1811,2,4,4,5.72,2,2,2,0,2,2,0,2,0,0,2
1812,2,2,0,5.76,0,0,2,0,2,0,0,0,0,0,2
1813,2,4,2,5.4,2,2,2,0,2,0,0,0,2,0,2
1814,2,2,2,5.9,2,0,2,2,2,2,2,2,2,2,2
1815,2,2,2,6.26,2,0,2,0,2,2,2,2,2,2,2
1816,2,2,2,6.42,2,0,2,0,0,0,0,0,0,0,2
1817,2,4,2,6.1,2,2,2,2,2,2,2,2,2,2,2
1818,2,4,4,6.4,0,0,0,0,2,0,0,0,0,0,2
1819,2,2,2,5.72,2,2,2,2,2,2,2,2,2,2,2
1820,2,2,0,5.44,2,2,2,2,2,2,2,2,2,2,2
1821,2,2,2,6.02,2,0,2,2,2,2,2,0,2,2,2
1822,2,2,2,6.4,2,2,2,2,2,2,2,2,2,2,2
1823,2,2,2,5.34,2,2,2,2,2,2,2,2,2,2,2
1824,2,2,2,6.48,2,2,2,2,2,2,2,2,2,2,2
1825,2,2,2,5.88,2,2,2,2,2,2,2,2,2,2,2
1826,2,4,2,5.46,2,2,2,2,2,2,2,2,2,2,2
1827,2,0,0,5.98,2,2,2,2,2,2,2,2,2,2,2
1828,2,2,2,5.5,2,2,2,2,2,2,0,0,0,2,2
1829,2,4,2,7.86,2,2,2,2,2,2,2,2,2,2,2
1830,2,4,0,6.8,2,2,2,2,2,2,2,2,2,2,2
1831,2,2,2,5.8,2,2,2,2,2,2,2,2,2,2,2
1832,2,2,2,7.4,2,2,2,2,2,2,2,2,2,2,2
1833,2,4,4,8.34,2,2,2,2,2,2,2,2,2,2,2
1834,2,2,2,5.74,2,0,2,2,2,2,2,2,2,2,2
1835,2,4,4,6.04,2,2,2,2,2,2,2,0,2,2,2
1836,2,4,0,6.38,2,0,2,2,2,2,2,2,0,0,2
1837,2,4,0,5.72,2,2,2,2,2,2,2,2,2,2,2
1838,2,2,2,5.46,2,2,2,2,2,2,2,2,2,2,2
1839,2,2,2,6.7,2,2,2,2,2,2,2,2,2,2,2
1840,2,2,4,6.68,2,2,2,2,2,0,0,0,0,0,2
1841,2,0,2,5.76,2,2,2,2,2,2,2,2,2,2,2
1842,2,4,0,6.0,2,2,2,2,2,2,2,2,2,2,2
1843,2,2,2,6.44,2,2,2,2,2,2,2,2,2,2,2
1844,2,4,2,6.92,2,2,2,2,2,2,2,0,0,0,2
1845,2,2,0,5.32,2,2,2,2,2,2,2,2,2,2,2
1846,2,2,2,6.34,2,2,2,2,2,2,2,2,2,2,2
1847,2,2,2,5.94,2,2,2,2,2,2,2,2,2,2,2
1848,2,2,0,6.68,2,2,2,2,2,2,2,2,2,2,2
1849,2,4,4,8.12,2,2,2,2,2,4,0,0,4,0,2
1850,2,2,2,6.72,2,2,2,2,2,2,2,2,2,2,2
1851,2,2,2,7.58,2,2,2,2,2,2,2,2,2,2,2
1852,2,2,2,7.14,2,2,2,2,2,2,2,2,2,2,2
1853,2,2,2,5.98,2,2,2,2,2,2,2,2,2,2,2
1854,2,4,0,6.28,2,2,2,2,2,4,0,2,2,2,2
1855,2,4,4,6.58,2,2,2,2,2,2,2,0,0,2,2
1856,2,2,2,6.98,2,2,2,2,2,2,2,2,2,2,2
1857,2,2,0,5.96,2,2,2,2,2,2,2,2,2,2,2
1858,2,2,2,7.0,2,2,2,2,2,2,2,2,2,2,2
1859,2,4,2,6.24,2,2,2,2,2,2,2,0,2,0,2
1860,2,4,4,7.2,2,2,2,2,2,2,2,2,2,2,2
1861,2,4,0,7.4,2,0,2,0,2,4,0,0,4,0,2
1862,2,4,4,7.32,2,2,2,2,2,2,4,2,2,0,2
1863,2,2,2,5.96,2,2,2,2,2,2,2,2,2,2,2
1864,2,2,2,5.6,2,2,2,2,2,2,2,2,2,2,2
1865,2,4,2,5.06,2,0,0,2,0,2,2,2,2,2,2
1866,2,4,2,7.06,2,2,2,2,2,2,2,2,2,2,2
1867,2,2,2,5.2,2,2,2,2,2,2,2,0,2,2,2
1868,2,2,2,6.54,2,2,2,2,2,2,2,2,2,2,2
1869,2,2,2,6.98,2,2,2,2,2,2,2,2,2,2,2
1870,2,2,2,5.72,2,2,2,2,2,2,2,2,2,2,2
1871,2,4,2,6.0,2,2,2,2,2,0,0,0,0,0,2
1872,2,2,2,6.76,2,2,2,2,2,2,2,2,2,2,2
1873,2,4,2,6.8,2,2,2,2,2,2,2,2,2,2,2
1874,2,2,2,7.2,2,2,2,2,2,2,2,2,2,2,2
1875,2,4,4,6.36,2,2,2,2,2,2,2,2,2,2,2
1876,2,2,0,5.92,2,2,2,2,2,2,2,2,2,2,2
1877,2,4,0,6.22,2,2,2,2,2,2,2,2,2,2,2
1878,2,2,0,5.5,2,0,0,2,2,2,2,2,2,2,2
1879,2,2,2,6.7,2,2,2,2,2,2,2,2,2,2,2
1880,2,2,2,5.6,2,2,2,2,2,2,2,2,2,2,2
1881,2,4,2,7.6,2,2,2,2,2,2,2,2,2,2,2
1882,2,2,2,5.92,2,2,2,2,2,2,2,2,2,2,2
1883,2,4,4,6.98,2,2,2,2,2,2,2,2,2,2,2
1884,2,2,0,5.72,2,2,2,2,2,2,2,2,2,2,2
1885,2,2,2,6.16,2,2,2,2,2,2,2,2,2,2,2
1886,2,4,2,6.84,2,2,2,2,2,2,2,0,2,2,2
1887,2,4,2,6.44,2,2,2,2,2,2,2,2,2,2,2
1888,2,2,2,5.56,2,2,2,2,2,2,2,2,2,2,2
1889,2,2,2,5.86,2,0,2,2,2,2,2,2,2,2,2
1890,2,2,2,6.42,2,2,2,2,2,2,2,2,2,2,2
1891,2,2,2,6.26,2,0,2,2,2,2,2,2,2,2,2
1892,2,4,0,5.94,2,2,2,2,2,2,2,2,2,2,2
1893,2,2,2,5.76,2,0,2,2,2,2,2,2,2,2,2
1894,2,2,2,5.96,2,2,2,0,2,2,2,2,2,2,2
1895,2,2,2,6.0,2,2,2,2,2,2,2,2,2,2,2
1896,2,4,0,5.52,2,0,2,2,2,2,2,2,2,2,2
1897,2,2,2,6.22,2,2,2,2,2,2,2,2,2,2,2
1898,2,2,0,6.06,2,2,2,2,2,0,0,0,0,0,2
1899,2,4,0,6.28,2,0,2,0,2,2,2,0,2,0,2
1900,2,2,2,6.42,2,4,2,2,2,2,2,2,2,2,2
1901,2,2,2,5.26,2,0,2,2,2,0,0,0,0,0,2
1902,2,2,2,6.54,2,2,2,2,2,2,2,2,2,2,2
1903,2,4,4,7.68,2,2,2,2,2,2,2,2,2,2,2
1904,2,2,2,5.94,2,2,2,2,2,2,2,2,2,2,2
1905,2,2,2,6.1,2,2,2,2,2,2,2,2,2,2,2
1906,2,4,4,5.86,2,2,2,2,2,0,0,0,4,0,2
1907,2,2,2,6.26,2,2,2,2,2,2,2,2,2,2,2
1908,2,2,2,7.68,2,2,2,2,2,2,2,2,2,2,2
1909,2,4,4,6.12,4,2,2,2,2,0,2,0,2,2,2
1910,2,2,2,5.58,2,2,2,2,2,2,2,2,2,2,2
1911,2,2,2,7.38,2,2,2,2,2,2,2,2,2,2,2
1912,2,4,4,8.16,2,2,2,2,2,2,2,0,0,2,2
1913,2,4,4,7.36,2,2,2,2,2,2,2,2,2,2,2
1914,2,2,2,6.6,2,2,2,2,2,2,2,2,2,2,2
1915,2,2,2,6.16,2,2,2,2,2,2,2,2,2,2,2
1916,2,2,4,6.84,2,2,2,2,0,2,2,2,0,2,2
1917,2,4,2,8.12,2,2,2,2,2,2,2,2,2,2,2
1918,2,2,2,6.6,2,2,2,2,2,2,2,2,2,2,2
1919,2,2,2,7.04,2,2,2,2,2,2,2,2,2,2,2
1920,2,2,2,7.12,2,2,2,2,2,2,2,2,0,0,2
1921,2,2,2,7.14,2,2,2,2,2,2,2,2,2,2,2
1922,2,4,0,6.2,2,2,2,2,2,2,2,2,2,2,2
1923,2,2,2,6.3,2,2,2,2,2,2,2,2,2,2,2
1924,2,2,0,5.74,2,2,2,2,2,2,0,0,2,2,2
1925,2,2,2,5.52,2,2,2,2,2,2,2,0,2,2,2
1926,2,2,2,6.62,2,2,2,2,2,2,2,2,2,2,2
1927,2,2,0,6.3,2,2,2,2,2,4,4,0,0,0,2
1928,2,4,2,5.54,2,2,2,2,2,2,2,2,2,2,2
1929,2,2,2,6.66,4,2,2,4,4,4,2,2,2,2,4
1930,2,2,0,5.3,2,2,2,2,2,2,2,2,2,2,2
1931,2,4,2,7.62,2,0,2,2,2,2,2,2,2,2,2
1932,2,2,2,5.72,2,2,2,2,2,2,2,2,2,2,2
1933,2,2,0,5.86,2,0,2,2,2,2,2,0,0,2,2
1934,2,4,2,6.66,2,2,2,2,2,2,2,2,2,2,2
1935,2,4,4,7.38,2,2,2,2,2,2,2,2,4,2,2
1936,2,2,2,5.7,2,0,2,0,2,2,2,2,2,2,2
1937,2,4,4,8.18,2,2,2,2,2,2,2,2,2,2,2
1938,2,2,2,7.42,2,2,2,2,2,2,2,2,2,2,2
1939,2,2,2,6.0,2,2,2,2,2,2,2,2,2,2,2
1940,2,4,2,5.48,2,0,2,2,2,2,2,2,2,2,2
1941,2,2,2,7.12,2,2,2,2,2,2,2,2,2,2,2
1942,2,2,2,7.12,2,2,2,2,2,2,2,2,2,2,2
1943,2,4,0,7.84,2,2,2,2,2,2,2,2,2,2,2
1944,2,2,2,7.26,2,2,2,2,2,2,2,2,2,2,2
1945,2,2,2,6.96,2,2,2,2,2,2,2,2,2,2,2
1946,2,2,2,6.48,2,2,2,2,2,2,2,2,2,2,2
1947,2,4,2,6.54,2,2,2,2,2,2,2,0,2,2,2
1948,2,2,2,5.96,2,2,2,2,2,2,2,2,2,2,2
1949,2,2,2,6.2,2,2,2,2,2,2,2,2,2,2,2
1950,2,2,2,5.14,2,2,2,2,2,2,2,2,2,2,2
1951,2,2,2,5.66,2,2,2,2,2,2,2,2,2,2,2
1952,2,2,2,5.52,0,0,2,2,2,2,2,2,2,2,2
1953,2,2,2,6.16,2,2,2,2,2,2,2,2,2,2,2
1954,2,2,0,6.06,2,0,0,4,0,2,2,2,2,0,2
1955,2,4,2,6.7,2,2,2,2,2,2,2,2,2,2,2
1956,2,2,2,5.64,2,2,2,2,2,2,2,2,2,2,2
1957,2,2,2,5.94,2,2,2,2,2,2,2,2,2,2,2
1958,2,2,2,5.36,2,2,2,2,2,2,2,2,2,2,2
1959,2,2,2,5.18,2,2,2,2,2,2,2,2,2,2,2
1960,2,2,2,3.24,2,2,2,2,2,2,2,2,2,2,2
1961,2,4,4,8.12,2,2,2,2,2,2,2,2,2,2,2
1962,2,2,2,6.82,2,2,2,2,2,2,2,2,2,2,2
1963,2,2,2,7.38,2,2,2,2,2,2,2,2,2,2,2
1964,2,2,2,3.74,2,2,2,2,2,2,2,2,2,2,2
1965,2,2,2,3.8,2,2,2,2,2,2,2,2,2,2,2
1966,2,2,2,3.94,2,2,2,2,2,2,2,2,2,2,2
1967,2,2,2,3.84,2,2,2,2,2,2,2,2,2,2,2
1968,2,2,2,3.8,2,2,2,2,2,2,2,2,2,2,2
1969,2,2,2,4.36,2,2,2,2,2,2,2,2,2,2,2
1970,2,2,2,3.78,2,2,2,2,2,2,2,2,2,2,2
1971,2,2,2,4.38,2,2,2,2,2,2,2,2,2,2,2
1972,2,2,2,3.9,2,2,2,2,2,2,2,2,2,2,2
1973,2,2,2,3.84,2,2,2,2,2,2,2,2,2,2,2
1974,2,2,2,3.84,2,2,2,2,2,2,2,2,2,2,2
1975,2,2,2,3.76,2,2,2,2,2,2,2,2,2,2,2
1976,2,2,2,3.88,2,2,2,2,2,2,2,2,2,2,2
1977,2,2,2,6.14,2,2,0,2,0,2,2,2,2,2,2
1978,2,4,2,7.38,2,0,2,2,2,0,2,2,0,2,2
1979,2,2,2,6.66,2,2,2,2,2,2,2,2,2,2,2
1980,2,2,4,7.42,2,2,2,2,2,2,2,2,2,2,2
1981,2,2,2,6.62,2,2,2,2,2,2,2,2,2,2,2
1982,2,2,4,6.62,0,0,0,0,0,0,0,0,0,0,2
1983,2,2,2,5.98,2,2,2,2,2,2,2,2,2,2,2
1984,2,2,2,6.7,2,2,2,2,2,2,2,2,2,2,2
1985,2,0,2,5.3,2,2,2,2,2,2,2,2,2,2,2
1986,2,2,2,5.84,2,2,2,2,2,2,2,2,2,2,2
1987,2,2,2,5.34,2,2,2,2,2,2,2,2,2,2,2
1988,2,2,2,5.48,2,2,2,2,2,2,2,2,2,2,2
1989,2,2,2,6.12,2,2,2,2,2,2,2,2,2,2,2
1990,2,2,0,6.24,2,2,2,2,2,2,2,2,2,2,2
1991,2,2,2,7.0,2,0,0,2,2,2,2,0,0,2,2
1992,2,2,2,5.44,2,0,2,2,2,2,2,2,2,2,2
1993,2,2,2,5.66,2,2,0,2,2,2,2,2,2,2,2
1994,2,2,2,6.18,2,2,2,2,2,2,2,2,2,2,2
1995,2,2,2,5.72,2,2,2,2,2,2,2,2,2,2,2
1996,2,2,2,6.04,2,2,2,2,2,2,2,2,2,2,2
1997,2,2,2,5.34,2,2,2,2,2,2,2,2,2,2,2
1998,2,4,2,6.72,2,2,2,2,2,2,2,2,2,2,2
1999,2,2,2,5.42,2,2,2,2,2,2,2,2,2,2,2
2000,2,4,4,7.28,2,0,0,2,2,2,0,0,0,0,2
2001,2,2,2,5.92,2,2,2,2,2,2,2,2,2,2,2
2002,2,2,2,7.26,2,0,2,2,2,2,2,2,2,2,2
2003,2,2,2,5.38,2,2,2,2,2,2,2,2,2,2,2
2004,2,2,2,4.94,2,2,2,2,2,2,2,2,2,2,2
2005,2,4,2,5.62,2,2,2,2,2,2,2,2,2,2,2
2006,2,2,2,6.06,2,2,2,2,2,2,2,2,2,2,2
2007,2,2,2,5.68,2,2,2,2,2,2,2,2,2,2,2
2008,2,2,2,5.54,2,2,2,2,2,2,2,2,2,2,2
2009,2,2,2,5.88,2,2,2,2,2,2,2,2,2,2,2
2010,2,4,2,6.04,2,2,2,2,2,2,2,2,2,2,2
2011,2,2,2,5.54,2,2,2,2,2,2,2,2,2,2,2
2012,2,4,4,5.94,2,2,2,2,2,2,2,2,2,2,2
2013,2,2,2,6.06,2,2,2,2,2,2,2,2,2,2,2
2014,2,2,2,5.56,2,2,2,2,2,2,2,2,2,2,2
2015,2,4,2,6.74,2,2,2,2,2,2,2,2,2,2,2
2016,2,4,2,6.2,2,2,2,2,2,2,2,2,2,2,2
2017,2,2,2,7.16,2,2,2,2,2,2,2,2,2,2,2
2018,2,2,2,6.34,2,0,2,2,2,2,2,2,2,2,2
2019,2,2,2,6.98,2,2,2,2,2,2,2,2,2,2,2
2020,2,2,2,5.8,2,2,2,2,2,2,2,2,2,2,2
2021,2,4,2,7.12,2,0,2,2,2,2,2,2,2,2,2
2022,2,4,2,7.2,2,0,2,2,2,2,2,2,2,2,2
2023,2,2,2,6.78,2,2,2,2,2,2,2,2,2,2,2
2024,2,4,2,6.66,2,2,2,2,2,0,2,2,2,0,2
2025,2,2,2,6.66,2,2,2,2,2,2,2,2,2,2,2
2026,2,2,2,5.8,2,2,2,2,2,2,2,2,2,2,2
2027,2,2,0,6.2,2,2,2,2,2,2,2,2,2,2,2
2028,2,2,2,5.48,2,0,2,2,2,2,2,2,2,2,2
2029,2,2,0,6.48,2,2,2,2,2,2,2,2,2,2,2
2030,2,2,2,6.52,2,2,2,2,2,2,2,2,2,2,2
2031,2,2,2,5.62,2,2,2,2,2,2,2,2,2,2,2
2032,2,2,2,5.82,2,0,2,2,2,2,2,2,2,2,2
2033,2,4,2,7.16,2,2,2,2,2,2,2,2,2,2,2
2034,2,2,2,5.98,2,2,2,2,2,2,2,2,2,2,2
2035,2,2,2,5.96,2,2,2,2,2,2,2,2,2,2,2
2036,2,2,2,6.2,2,2,2,2,2,2,2,2,2,2,2
2037,2,2,2,5.82,2,2,2,2,2,2,2,2,2,2,2
2038,2,2,2,5.66,2,0,2,2,2,2,2,2,2,2,2
2039,2,4,2,6.22,2,0,2,2,2,2,2,2,2,2,2
2040,2,2,2,5.64,2,2,2,2,2,2,2,2,2,2,2
2041,2,2,2,5.48,2,2,2,2,2,2,2,0,2,2,2
2042,2,2,2,5.46,2,2,2,2,2,2,2,2,2,2,2
2043,2,2,0,5.64,2,2,2,2,2,2,2,2,2,2,2
2044,2,4,2,5.3,2,2,2,2,2,2,2,2,2,2,2
2045,2,2,2,5.18,2,2,2,2,2,2,2,2,2,2,2
2046,2,2,4,7.06,2,2,2,2,2,4,2,2,0,2,2
2047,2,2,2,5.36,2,2,2,2,2,2,2,2,2,2,2
2048,2,2,0,6.46,2,2,2,2,2,2,2,2,2,2,2
2049,2,2,2,7.26,2,2,2,2,2,2,2,2,2,2,2
2050,2,4,4,7.72,2,2,2,4,2,2,0,2,2,0,2
2051,2,2,2,6.56,2,2,2,2,2,2,2,2,2,2,2
2052,2,4,2,6.36,2,2,2,2,2,2,2,2,2,2,2
2053,2,2,2,5.44,2,2,2,2,2,2,2,2,2,2,2
2054,2,4,4,7.3,2,2,2,2,2,2,2,2,2,2,2
2055,2,4,2,6.76,2,2,2,2,2,2,2,2,2,2,2
2056,2,2,2,5.26,2,2,2,2,2,2,2,2,2,2,2
2057,2,2,2,6.28,2,2,2,2,2,2,2,2,2,2,2
2058,2,2,2,5.4,2,0,2,2,2,2,2,2,2,2,2
