,FileName,ProductID,density,xmax,xmin,ymax,ymin,xmaxY,xminY,ymaxX,yminX,outFile,Weight
2239,1501219761.jpg,20003,29987959,324,9,488,3,83,207,241,204,1501219761.jpg,4.1
2240,1501219829.jpg,20003,22512417,424,13,353,43,263,133,344,141,1501219829.jpg,3.16
2241,1501219841.jpg,20003,32124726,568,61,465,92,342,280,238,258,1501219841.jpg,5.12
2242,1501219903.jpg,20003,30882516,349,5,533,9,216,421,89,121,1501219903.jpg,4.32
2243,1501220225.jpg,20003,34361922,429,17,511,17,189,351,135,211,1501220225.jpg,5.1
2244,1501220285.jpg,20003,35438092,464,23,499,29,366,183,269,181,1501220285.jpg,5.06
2245,1501220477.jpg,20003,35951667,421,4,479,8,237,401,153,196,1501220477.jpg,5.46
2246,1501220571.jpg,20003,33638984,526,44,494,75,195,286,253,345,1501220571.jpg,5.24
2247,1501220645.jpg,20003,35425410,487,7,414,3,187,228,309,78,1501220645.jpg,5.48
2248,1501220701.jpg,20003,37153845,473,18,518,45,239,414,169,295,1501220701.jpg,5.66
2249,1501220930.jpg,20003,31713846,408,8,473,20,227,359,192,255,1501220930.jpg,5.34
2250,1501221196.jpg,20003,34852153,477,89,561,58,390,343,345,338,1501221196.jpg,5.7
2251,1501221241.jpg,20003,34515511,449,53,539,57,217,270,215,255,1501221241.jpg,5.9
2252,1501221304.jpg,20003,34209796,386,7,483,8,214,391,169,136,1501221304.jpg,5.38
2253,1501221405.jpg,20003,36194676,417,26,540,18,190,229,250,235,1501221405.jpg,5.56
2254,1501221491.jpg,20003,30904110,359,1,459,0,164,230,165,171,1501221491.jpg,5.18
2255,1501221824.jpg,20003,34280234,391,19,489,12,138,259,147,287,1501221824.jpg,5.58
2256,1501221901.jpg,20003,30819478,377,59,543,27,423,144,201,237,1501221901.jpg,4.98
2257,1501222041.jpg,20003,32692664,413,41,508,35,419,248,251,145,1501222041.jpg,5.34
2258,1501222091.jpg,20003,33870242,447,23,526,27,200,364,89,247,1501222091.jpg,5.52
2259,1501222238.jpg,20003,32566202,372,31,500,13,254,151,131,190,1501222238.jpg,5.4
2260,1501222244.jpg,20003,32846556,546,67,449,80,318,300,188,228,1501222244.jpg,5.62
2261,1501222350.jpg,20003,32346727,507,2,339,2,188,188,123,242,1501222350.jpg,4.66
2262,1501222568.jpg,20003,33365711,476,10,527,76,357,444,224,344,1501222568.jpg,5.32
2263,1501222631.jpg,20003,35089868,430,22,522,26,139,349,113,224,1501222631.jpg,5.38
2264,1501222842.jpg,20003,33801634,416,19,538,23,264,402,130,221,1501222842.jpg,5.18
2265,1501222964.jpg,20003,34766036,392,29,535,18,220,277,243,192,1501222964.jpg,5.28
2266,1501223032.jpg,20003,32193253,451,24,529,50,217,383,234,282,1501223032.jpg,5.44
2267,1501223052.jpg,20003,29692655,420,18,474,54,216,376,115,332,1501223052.jpg,5.18
2268,1501223150.jpg,20003,35304605,398,20,532,13,223,385,141,220,1501223150.jpg,5.16
2269,1501223215.jpg,20003,35273080,427,32,504,39,227,415,201,272,1501223215.jpg,5.66
2270,1501223451.jpg,20003,36267149,409,38,501,20,353,180,207,227,1501223451.jpg,5.72
2271,1501223583.jpg,20003,32989113,414,73,542,42,269,352,253,336,1501223583.jpg,4.96
2272,1501223797.jpg,20003,31781654,455,40,461,39,361,205,293,210,1501223797.jpg,5.48
2273,1501223880.jpg,20003,32347825,352,5,505,7,192,410,88,62,1501223880.jpg,5.46
2274,1501224080.jpg,20003,34374916,513,47,544,107,249,341,229,437,1501224080.jpg,5.22
2275,1501224240.jpg,20003,33649718,439,6,477,20,169,375,211,285,1501224240.jpg,5.4
2276,1501224544.jpg,20003,31455525,385,0,451,0,86,242,65,241,1501224544.jpg,4.94
2277,1501224614.jpg,20003,34650892,522,26,434,19,245,242,256,174,1501224614.jpg,5.22
2278,1501224685.jpg,20003,34737929,390,11,512,10,404,209,192,139,1501224685.jpg,5.7
2279,1501224924.jpg,20003,33511330,485,19,495,80,124,366,205,424,1501224924.jpg,5.12
2280,1501225126.jpg,20003,31626344,367,2,480,4,254,328,218,236,1501225126.jpg,5.52
2281,1501225151.jpg,20003,34237579,436,13,504,42,235,386,200,293,1501225151.jpg,5.72
2282,1501225404.jpg,20003,31184455,394,2,483,12,185,436,123,195,1501225404.jpg,5.48
2283,1501225469.jpg,20003,34466306,501,13,476,60,363,141,383,174,1501225469.jpg,5.26
2284,1501226542.jpg,20003,32541685,471,47,483,52,365,161,258,245,1501226542.jpg,5.54
2285,1501226686.jpg,20003,34543006,398,6,510,11,261,409,174,175,1501226686.jpg,5.4
2286,1501226821.jpg,20003,33021370,407,14,528,29,190,431,105,255,1501226821.jpg,5.18
2287,1501226908.jpg,20003,34352271,496,8,505,62,270,437,191,341,1501226908.jpg,5.44
2288,1501226909.jpg,20003,34138510,455,4,492,27,204,446,69,268,1501226909.jpg,
2289,1501227192.jpg,20003,35054113,384,32,540,14,165,234,239,263,1501227192.jpg,5.44
2290,1501227241.jpg,20003,38824925,520,32,547,65,300,424,204,380,1501227241.jpg,5.8
2291,1501227305.jpg,20003,31023535,358,8,464,4,290,318,222,114,1501227305.jpg,5.3
2292,1501227375.jpg,20003,34904890,480,39,512,53,263,404,300,136,1501227375.jpg,5.38
2293,1501227433.jpg,20003,31818113,454,27,499,71,250,332,232,254,1501227433.jpg,5.24
2294,1501227526.jpg,20003,33966633,510,58,540,103,302,313,219,346,1501227526.jpg,5.1
2295,1501227704.jpg,20003,32083314,492,22,440,73,304,155,268,163,1501227704.jpg,5.2
2296,1501227977.jpg,20003,32947138,445,46,509,44,338,194,247,211,1501227977.jpg,4.88
2297,1501228144.jpg,20003,31620509,420,13,495,53,237,387,197,351,1501228144.jpg,5.34
2298,1501228332.jpg,20003,33751634,436,16,506,57,286,396,160,349,1501228332.jpg,5.22
2299,1501228437.jpg,20003,35388597,413,4,499,4,221,416,109,140,1501228437.jpg,5.36
2300,1501228748.jpg,20003,32190818,512,52,474,98,350,223,379,212,1501228748.jpg,5.86
2301,1501228830.jpg,20003,34767482,528,24,476,82,337,197,326,189,1501228830.jpg,5.58
2302,1501229094.jpg,20003,32910170,524,29,406,36,141,240,281,118,1501229094.jpg,5.14
2303,1501229118.jpg,20003,32865261,521,19,437,59,299,156,438,237,1501229118.jpg,5.34
2304,1501229358.jpg,20003,36059365,512,50,530,75,403,276,333,145,1501229358.jpg,5.8
2305,1501229425.jpg,20003,32967005,507,8,374,26,244,261,335,256,1501229425.jpg,5.04
2306,1501229730.jpg,20003,33379544,478,50,515,60,391,257,261,268,1501229730.jpg,5.2
2307,1501229777.jpg,20003,42344895,469,36,551,25,181,264,270,294,1501229777.jpg,6.54
2308,1501229819.jpg,20003,32579801,406,4,470,19,273,395,210,248,1501229819.jpg,4.98
2309,1501229870.jpg,20003,41071123,481,25,550,33,191,366,189,186,1501229870.jpg,6.02
2310,1501229910.jpg,20003,43171819,478,14,564,29,294,409,234,316,1501229910.jpg,6.88
2311,1501229960.jpg,20003,40325216,487,15,561,31,198,411,237,304,1501229960.jpg,6.74
2312,1501229990.jpg,20003,37711794,423,7,526,19,183,415,217,271,1501229990.jpg,5.56
2313,1501230039.jpg,20003,39592738,442,12,530,10,243,196,173,291,1501230039.jpg,6.54
2314,1501230073.jpg,20003,36834964,490,17,446,15,149,214,287,254,1501230073.jpg,5.94
2315,1501230111.jpg,20003,33266664,398,2,469,0,193,83,112,118,1501230111.jpg,6.42
2316,1501230123.jpg,20003,25105310,462,40,433,67,214,224,254,320,1501230123.jpg,4
2317,1501232035.jpg,20003,32438222,398,24,544,12,132,176,0,323,1501232035.jpg,4.88
2318,1501232064.jpg,20003,32640359,490,30,484,63,238,312,241,279,1501232064.jpg,5.24
2319,1501232088.jpg,20003,40462010,549,40,556,134,303,313,278,250,1501232088.jpg,7.38
2320,1501232207.jpg,20003,37317856,518,30,489,55,331,185,340,233,1501232207.jpg,5.84
2321,1501232248.jpg,20003,27738274,392,10,428,24,196,335,206,147,1501232248.jpg,4.84
2322,1501232289.jpg,20003,37009599,414,8,509,19,270,412,132,213,1501232289.jpg,6.22
2323,1501232351.jpg,20003,37721579,449,41,505,45,248,234,211,194,1501232351.jpg,6.86
2324,1501232403.jpg,20003,41200217,521,27,516,57,238,336,252,366,1501232403.jpg,6.9
2325,1501232441.jpg,20003,28885091,348,2,472,15,243,432,142,154,1501232441.jpg,4.56
2326,1501232471.jpg,20003,36467805,446,0,412,0,133,131,250,168,1501232471.jpg,6.28
2327,1501232521.jpg,20003,33968696,367,8,491,5,216,269,141,173,1501232521.jpg,5.52
2328,1501232559.jpg,20003,38475963,464,54,534,30,395,276,297,268,1501232559.jpg,6.22
2329,1501232612.jpg,20003,34269131,477,24,495,48,241,373,254,275,1501232612.jpg,5.38
2330,1501232648.jpg,20003,33080048,484,23,466,52,278,306,254,304,1501232648.jpg,5.74
2331,1501232696.jpg,20003,34367792,402,8,489,30,298,394,212,218,1501232696.jpg,6.36
2332,1501232726.jpg,20003,37098873,367,3,527,1,135,337,198,193,1501232726.jpg,6.1
2333,1501232728.jpg,20003,36876737,386,10,535,8,203,372,150,163,1501232728.jpg,
2334,1501232782.jpg,20003,33085619,483,35,539,22,139,359,229,241,1501232782.jpg,5.9
2335,1501232799.jpg,20003,36175631,444,49,514,23,424,278,273,295,1501232799.jpg,6.6
2336,1501232846.jpg,20003,27841880,355,35,490,22,264,241,261,199,1501232846.jpg,4.66
2337,1501232878.jpg,20003,36594415,394,9,536,17,247,445,154,191,1501232878.jpg,6.82
2338,1501232913.jpg,20003,34511664,458,64,527,60,411,250,309,180,1501232913.jpg,5.7
2339,1501232944.jpg,20003,37400975,428,26,506,11,208,276,239,239,1501232944.jpg,5.94
2340,1501233017.jpg,20003,29480585,362,12,478,11,214,347,145,172,1501233017.jpg,4.2
2341,1501233039.jpg,20003,34684788,403,11,456,8,348,210,272,226,1501233039.jpg,6.4
2342,1501233100.jpg,20003,31976429,447,74,509,69,193,267,248,303,1501233100.jpg,5.42
2343,1501233143.jpg,20003,39775917,455,64,559,42,282,314,263,283,1501233143.jpg,6.76
2344,1501233192.jpg,20003,33419156,377,2,434,1,62,154,140,202,1501233192.jpg,6.26
2345,1501233209.jpg,20003,27929244,366,5,434,11,160,308,203,241,1501233209.jpg,4.68
2346,1501233286.jpg,20003,33398050,469,83,523,33,372,236,280,326,1501233286.jpg,5.34
2347,1501233305.jpg,20003,38596216,464,14,504,33,283,379,217,212,1501233305.jpg,6.44
2348,1501233360.jpg,20003,34566574,398,20,507,13,174,242,263,207,1501233360.jpg,5.7
2349,1501233393.jpg,20003,42169670,484,45,556,30,273,268,307,381,1501233393.jpg,7.12
2350,1501233434.jpg,20003,37064533,455,9,534,22,188,389,256,325,1501233434.jpg,6.7
2351,1501233480.jpg,20003,28868893,462,57,470,60,381,283,302,272,1501233480.jpg,4.28
2352,1501233545.jpg,20003,38659243,526,26,512,6,348,351,259,147,1501233545.jpg,7.12
2353,1501233567.jpg,20003,37937979,400,7,488,2,367,271,299,259,1501233567.jpg,7.6
2354,1501233629.jpg,20003,36847144,461,35,508,41,383,244,317,160,1501233629.jpg,7
2355,1501233677.jpg,20003,31561317,382,1,469,0,234,75,158,162,1501233677.jpg,4.7
2356,1501233708.jpg,20003,38600471,382,5,518,2,156,198,193,237,1501233708.jpg,6.34
2357,1501233751.jpg,20003,28540317,383,39,482,15,249,187,228,275,1501233751.jpg,4.62
2358,1501233791.jpg,20003,32718524,470,65,503,41,416,298,297,225,1501233791.jpg,6.12
2359,1501233846.jpg,20003,34978571,422,20,539,43,228,397,223,272,1501233846.jpg,5.14
2360,1501233869.jpg,20003,34066387,553,33,448,66,215,283,223,141,1501233869.jpg,5.34
2361,1501233940.jpg,20003,40994198,493,22,522,39,315,381,244,189,1501233940.jpg,7.28
2362,1501233959.jpg,20003,32695105,396,5,463,21,244,403,192,189,1501233959.jpg,5.88
2363,1501234006.jpg,20003,38139026,482,16,531,54,185,421,170,300,1501234006.jpg,6.58
2364,1501234041.jpg,20003,33322174,410,60,514,27,166,287,182,255,1501234041.jpg,4.98
2365,1501234103.jpg,20003,40338322,441,27,522,15,225,294,240,258,1501234103.jpg,6.64
2366,1501234126.jpg,20003,39550375,476,32,505,35,189,251,335,232,1501234126.jpg,6.2
2367,1501234179.jpg,20003,41924330,505,48,572,51,227,429,151,271,1501234179.jpg,6.2
2368,1501234200.jpg,20003,33525937,375,30,516,20,265,257,214,182,1501234200.jpg,5.92
2369,1501234260.jpg,20003,40265092,447,28,528,26,183,240,245,243,1501234260.jpg,6.66
2370,1501234302.jpg,20003,30508150,359,11,521,11,197,371,112,178,1501234302.jpg,4.72
2371,1501234347.jpg,20003,43024867,432,8,509,4,213,97,271,100,1501234347.jpg,6.72
2372,1501234388.jpg,20003,29266806,384,8,456,17,216,382,92,191,1501234388.jpg,4.56
2373,1501234441.jpg,20003,38250116,498,15,447,28,220,329,273,205,1501234441.jpg,7.28
2374,1501234613.jpg,20003,35826265,404,17,487,9,256,410,74,170,1501234613.jpg,5.72
2375,1501234710.jpg,20003,33335355,519,50,493,37,478,242,421,337,1501234710.jpg,5.48
2376,1501234758.jpg,20003,34057070,514,22,409,44,199,232,272,103,1501234758.jpg,5.3
2377,1501234801.jpg,20003,35572487,459,19,515,59,291,380,236,350,1501234801.jpg,5.94
2378,1501234844.jpg,20003,35608283,414,26,499,25,143,214,196,207,1501234844.jpg,5.76
2379,1501234926.jpg,20003,31676399,393,9,453,24,259,370,190,136,1501234926.jpg,5.56
2380,1501234995.jpg,20003,33634586,459,82,511,59,263,328,253,362,1501234995.jpg,5.44
2381,1501235085.jpg,20003,36360219,496,89,549,64,482,315,358,340,1501235085.jpg,5.88
2382,1501235383.jpg,20003,34877377,473,60,490,55,189,309,263,409,1501235383.jpg,5.4
2383,1501235498.jpg,20003,35801837,376,5,526,8,199,399,162,184,1501235498.jpg,5.68
2384,1501235586.jpg,20003,35254416,422,55,555,42,226,263,299,282,1501235586.jpg,5.24
2385,1501235730.jpg,20003,34660790,436,10,504,35,227,389,223,285,1501235730.jpg,5.46
2386,1501235850.jpg,20003,32989861,355,3,474,1,57,268,93,201,1501235850.jpg,5.26
2387,1501235872.jpg,20003,35165212,425,10,493,25,256,397,151,247,1501235872.jpg,5.62
2388,1501235963.jpg,20003,31917967,498,39,473,71,206,298,202,324,1501235963.jpg,5.46
2389,1501236187.jpg,20003,37159486,480,22,532,63,226,397,189,280,1501236187.jpg,5.72
2390,1501236238.jpg,20003,34227313,413,12,502,23,215,402,119,226,1501236238.jpg,5.28
2391,1501236258.jpg,20003,38081246,460,10,497,21,165,340,235,306,1501236258.jpg,5.6
2392,1501236338.jpg,20003,35944476,484,77,537,61,134,345,288,276,1501236338.jpg,5.48
2393,1501236356.jpg,20003,32537004,464,19,475,48,251,338,245,287,1501236356.jpg,5.52
2394,1501236436.jpg,20003,36640158,404,7,513,3,217,227,265,251,1501236436.jpg,5.64
2395,1501236601.jpg,20003,34933180,415,14,524,21,306,382,124,238,1501236601.jpg,5.46
2396,1501236709.jpg,20003,34270067,417,4,521,15,277,441,197,259,1501236709.jpg,5.4
2397,1501236776.jpg,20003,34137592,434,38,484,28,175,234,240,271,1501236776.jpg,5.44
2398,1501236947.jpg,20003,32595473,446,13,480,53,230,376,280,107,1501236947.jpg,5.4
2399,1501237019.jpg,20003,34820944,576,46,528,138,264,308,293,164,1501237019.jpg,5.5
2400,1501245808.jpg,20003,33864316,616,37,548,186,352,249,451,191,1501245808.jpg,4.74
2401,1501245861.jpg,20003,39356522,584,67,607,43,483,352,241,415,1501245861.jpg,5.64
2402,1501245902.jpg,20003,36977660,573,26,500,80,440,129,368,178,1501245902.jpg,5.54
2403,1501245920.jpg,20003,33476194,593,61,533,100,418,209,413,175,1501245920.jpg,5.34
2404,1501245959.jpg,20003,32760809,632,64,566,237,280,317,303,591,1501245959.jpg,4.9
2405,1501246045.jpg,20003,37866727,532,50,539,55,479,284,399,192,1501246045.jpg,6.74
2406,1501246064.jpg,20003,42590356,610,42,556,120,398,247,456,143,1501246064.jpg,7.2
2407,1501482044.jpg,20003,27991700,612,27,465,173,270,299,241,111,1501482044.jpg,3.76
2408,1501482103.jpg,20003,29064321,521,56,508,129,364,195,291,141,1501482103.jpg,4.24
2409,1501482178.jpg,20003,25045994,596,11,434,126,348,173,384,80,1501482178.jpg,3.56
2410,1501482230.jpg,20003,28689333,468,46,578,30,530,194,281,214,1501482230.jpg,4.34
2411,1501482360.jpg,20003,31133156,527,67,522,82,442,282,332,136,1501482360.jpg,4.24
2412,1501482465.jpg,20003,29182248,364,18,522,12,456,308,164,126,1501482465.jpg,4.48
2413,1501482654.jpg,20003,25778310,569,12,443,179,281,249,302,381,1501482654.jpg,3.2
2414,1501482718.jpg,20003,23251052,566,4,432,148,308,256,201,160,1501482718.jpg,3.24
2415,1501482825.jpg,20003,20862479,483,39,486,87,415,139,342,113,1501482825.jpg,3.28
2416,1501486726.jpg,20003,40947276,403,5,531,3,229,223,214,237,1501486726.jpg,6.46
2417,1501486830.jpg,20003,37632396,393,20,525,18,197,208,271,187,1501486830.jpg,5.78
2418,1501486919.jpg,20003,41308075,442,7,500,3,193,245,178,285,1501486919.jpg,6.7
2419,1501487022.jpg,20003,31069462,428,65,479,40,397,210,236,323,1501487022.jpg,5.78
2420,1501487115.jpg,20003,34763583,401,21,472,13,187,246,123,210,1501487115.jpg,6.04
2421,1501487214.jpg,20003,33012890,388,2,491,1,201,273,139,149,1501487214.jpg,4.58
2422,1501487325.jpg,20003,41616765,451,4,516,11,188,463,55,160,1501487325.jpg,7.62
2423,1501487431.jpg,20003,33134634,481,26,487,80,282,335,261,287,1501487431.jpg,4.96
2424,1501487574.jpg,20003,37923781,500,15,460,33,156,299,228,267,1501487574.jpg,6.34
2425,1501487665.jpg,20003,33434528,484,26,448,43,157,292,303,264,1501487665.jpg,5.66
2426,1501488152.jpg,20003,32240704,450,23,454,50,226,309,195,294,1501488152.jpg,5.2
2427,1501488239.jpg,20003,38158654,415,5,528,4,268,367,131,157,1501488239.jpg,5.7
2428,1501488285.jpg,20003,39360503,395,6,528,13,217,439,110,186,1501488285.jpg,6.56
2429,1501488331.jpg,20003,30644559,372,8,452,10,124,165,141,161,1501488331.jpg,4.96
2430,1501488391.jpg,20003,38162565,488,20,521,29,236,351,243,153,1501488391.jpg,5.8
2431,1501488453.jpg,20003,27719447,481,28,417,35,197,264,208,171,1501488453.jpg,5.22
2432,1501488515.jpg,20003,33956085,390,3,490,1,38,213,163,196,1501488515.jpg,5.2
2433,1501488570.jpg,20003,35250042,473,20,479,54,231,345,198,344,1501488570.jpg,5.56
2434,1501488617.jpg,20003,34794408,419,10,492,11,378,210,221,155,1501488617.jpg,5.86
2435,1501488656.jpg,20003,34118981,490,27,517,73,136,350,206,415,1501488656.jpg,5.04
2436,1501488702.jpg,20003,45466331,477,2,521,1,76,275,181,198,1501488702.jpg,8
2437,1501488763.jpg,20003,37193879,460,12,513,30,228,409,190,242,1501488763.jpg,6.28
2438,1501488820.jpg,20003,37493136,450,5,482,5,203,359,155,186,1501488820.jpg,5.84
2439,1501488883.jpg,20003,36815483,396,15,522,16,133,162,270,227,1501488883.jpg,5.44
2440,1501491951.jpg,20003,40924426,479,12,534,52,320,433,255,356,1501491951.jpg,7.66
2441,1501492222.jpg,20003,49584304,502,13,547,16,300,403,254,211,1501492222.jpg,8.5
2442,1501492691.jpg,20003,44503625,467,17,524,18,234,224,166,210,1501492691.jpg,8.12
2443,1501492748.jpg,20003,43349031,501,40,567,40,289,321,244,257,1501492748.jpg,7.16
2444,1501492819.jpg,20003,43517875,469,21,550,26,221,369,282,253,1501492819.jpg,7.3
2445,1501492886.jpg,20003,41377714,517,20,505,31,262,308,280,291,1501492886.jpg,6.78
2446,1501493188.jpg,20003,42277941,445,21,530,14,258,266,222,243,1501493188.jpg,7.6
2447,1501493242.jpg,20003,45329231,527,16,518,29,310,366,213,275,1501493242.jpg,7.88
2448,1501493290.jpg,20003,42218244,515,17,510,50,250,376,270,340,1501493290.jpg,7
2449,1501493344.jpg,20003,40563996,618,87,561,108,396,334,293,315,1501493344.jpg,6.28
2450,1501493448.jpg,20003,43712842,509,28,565,37,452,235,260,189,1501493448.jpg,7.46
2451,1501493522.jpg,20003,41686620,464,4,499,7,282,361,177,210,1501493522.jpg,7.02
2452,1501493586.jpg,20003,41525406,453,52,552,43,432,281,248,335,1501493586.jpg,6.94
2453,1501493646.jpg,20003,31183361,399,24,460,36,144,187,184,175,1501493646.jpg,5.86
2454,1501493697.jpg,20003,36070570,528,32,466,70,237,279,308,351,1501493697.jpg,6.42
2455,1501493733.jpg,20003,36639590,507,27,490,39,247,341,242,255,1501493733.jpg,6.36
2456,1501493770.jpg,20003,38531276,468,16,539,42,271,431,220,292,1501493770.jpg,5.92
2457,1501493810.jpg,20003,32757875,381,2,436,4,269,291,183,196,1501493810.jpg,5.72
2458,1501493865.jpg,20003,37251743,432,17,539,19,271,355,195,254,1501493865.jpg,5.46
2459,1501493900.jpg,20003,39508371,405,1,494,1,117,297,136,147,1501493900.jpg,6.2
2460,1501493967.jpg,20003,33324085,365,13,489,6,412,184,203,243,1501493967.jpg,7.4
2461,1501494028.jpg,20003,30706445,431,10,446,45,131,358,240,307,1501494028.jpg,5.36
2462,1501494047.jpg,20003,32991409,401,9,481,37,249,385,214,306,1501494047.jpg,5.84
2463,1501494111.jpg,20003,40048623,498,20,474,27,240,269,306,264,1501494111.jpg,6.22
2464,1501494160.jpg,20003,40764822,462,23,529,25,223,252,182,195,1501494160.jpg,6.44
2465,1501494206.jpg,20003,34726137,423,7,499,16,259,411,166,240,1501494206.jpg,5.62
2466,1501494258.jpg,20003,35166998,500,28,471,59,258,314,240,317,1501494258.jpg,6.5
2467,1501494273.jpg,20003,32374660,479,34,467,78,221,296,204,359,1501494273.jpg,5.78
2468,1501494346.jpg,20003,36050096,421,5,463,7,198,299,189,219,1501494346.jpg,6.32
2469,1501494527.jpg,20003,42108641,442,9,512,12,253,379,175,190,1501494527.jpg,7.36
2470,1501494568.jpg,20003,40084250,517,34,487,32,360,281,307,252,1501494568.jpg,6.48
2471,1501494611.jpg,20003,37774584,445,39,537,21,274,239,235,346,1501494611.jpg,6.12
2472,1501494617.jpg,20003,35953839,442,81,558,43,386,444,143,171,1501494617.jpg,5.96
2473,1501494672.jpg,20003,34903039,407,2,445,3,117,312,160,180,1501494672.jpg,6.58
2474,1501494721.jpg,20003,39972057,407,1,471,0,33,208,105,278,1501494721.jpg,6.68
2475,1501494777.jpg,20003,40685665,554,26,456,6,246,273,306,114,1501494777.jpg,7.64
2476,1501495562.jpg,20003,36413239,491,28,545,45,431,208,376,176,1501495562.jpg,5.86
2477,1501495785.jpg,20003,37382531,649,75,571,204,377,223,365,228,1501495785.jpg,6.56
2478,1501495787.jpg,20003,37399545,649,74,571,205,378,226,365,95,1501495787.jpg,
2479,1501495825.jpg,20003,38756981,580,26,453,46,104,274,210,108,1501495825.jpg,6.42
2480,1501495866.jpg,20003,37725926,642,70,592,178,416,295,398,100,1501495866.jpg,5.72
2481,1501495920.jpg,20003,37749451,623,44,572,164,405,240,401,125,1501495920.jpg,6.48
2482,1501495977.jpg,20003,37717843,616,46,519,148,384,252,372,151,1501495977.jpg,5.96
2483,1501495994.jpg,20003,40755687,588,52,611,103,457,243,266,154,1501495994.jpg,6.92
2484,1501496090.jpg,20003,38732966,642,54,559,199,371,260,464,209,1501496090.jpg,5.98
2485,1501496139.jpg,20003,41539926,669,46,555,184,342,328,376,541,1501496139.jpg,7.3
2486,1501496195.jpg,20003,37174630,645,64,566,155,431,252,291,124,1501496195.jpg,5.54
2487,1501496350.jpg,20003,36513168,634,85,560,134,444,304,402,160,1501496350.jpg,5.98
2488,1501496553.jpg,20003,39708301,703,116,602,157,434,223,412,200,1501496553.jpg,7.1
2489,1501496612.jpg,20003,38721880,610,70,586,90,480,325,368,255,1501496612.jpg,6.5
2490,1501496680.jpg,20003,37888813,600,65,593,76,508,299,388,205,1501496680.jpg,6.1
2491,1501496739.jpg,20003,38901868,635,93,580,97,463,303,402,224,1501496739.jpg,5.92
2492,1501496781.jpg,20003,33330065,572,23,382,14,139,196,265,77,1501496781.jpg,4.66
2493,1501496845.jpg,20003,39498197,645,79,596,111,479,227,402,228,1501496845.jpg,6.92
2494,1501496846.jpg,20003,39094955,599,77,595,98,489,208,380,192,1501496846.jpg,6.94
2495,1501496848.jpg,20003,39254433,612,79,597,111,412,227,400,229,1501496848.jpg,6.94
2496,1501496849.jpg,20003,40611479,632,67,593,103,492,220,401,340,1501496849.jpg,
2497,1501496901.jpg,20003,42445057,532,54,579,41,521,291,343,235,1501496901.jpg,8.34
2498,1501496941.jpg,20003,41085297,560,61,590,70,480,242,324,191,1501496941.jpg,6.52
2499,1501497228.jpg,20003,43867103,581,45,563,85,439,242,356,162,1501497228.jpg,8.28
2500,1501497301.jpg,20003,42040380,641,61,561,125,422,217,352,271,1501497301.jpg,8.14
2501,1501497509.jpg,20003,37837592,569,50,578,128,398,205,361,82,1501497509.jpg,6.08
2502,1501497668.jpg,20003,42350918,592,16,583,128,212,439,274,487,1501497668.jpg,7.22
2503,1501497701.jpg,20003,39024590,560,13,480,72,346,155,294,67,1501497701.jpg,6.66
2504,1501497774.jpg,20003,41227598,652,69,578,136,461,343,463,143,1501497774.jpg,7.16
2505,1501497845.jpg,20003,45396447,657,67,602,156,404,234,402,163,1501497845.jpg,7.46
2506,1501498337.jpg,20003,40412016,640,77,577,129,445,320,353,149,1501498337.jpg,6.58
2507,1501498629.jpg,20003,39389017,594,23,503,87,398,210,360,178,1501498629.jpg,6.54
2508,1501498713.jpg,20003,41293010,543,57,585,39,468,249,249,278,1501498713.jpg,7.2
2509,1501503403.jpg,20003,32713002,557,23,543,127,407,188,387,100,1501503403.jpg,4.92
2510,1501503554.jpg,20003,40333779,597,54,583,116,449,214,394,374,1501503554.jpg,6.62
2511,1501503556.jpg,20003,39790789,595,51,583,115,455,215,393,373,1501503556.jpg,
2512,1501503601.jpg,20003,39109701,621,59,565,182,376,209,351,198,1501503601.jpg,5.56
2513,1501503726.jpg,20003,36269017,579,42,505,145,353,253,335,157,1501503726.jpg,5.66
2514,1501503965.jpg,20003,33351901,550,32,507,86,316,375,282,376,1501503965.jpg,4.62
2515,1501504094.jpg,20003,41476766,670,42,544,178,358,274,416,223,1501504094.jpg,7.62
2516,1501504690.jpg,20003,39927427,670,65,584,163,437,306,410,152,1501504690.jpg,7.52
2517,1501504798.jpg,20003,28977694,588,74,496,111,365,333,251,186,1501504798.jpg,4
2518,1501737345.jpg,20003,30701442,563,57,544,105,413,219,198,128,1501737345.jpg,4.22
2519,1501737396.jpg,20003,27913370,573,19,499,192,341,223,354,178,1501737396.jpg,4.16
2520,1501737444.jpg,20003,29047468,625,36,531,188,392,223,311,69,1501737444.jpg,4.3
2521,1501737500.jpg,20003,29038743,570,11,366,15,310,188,517,328,1501737500.jpg,4.48
2522,1501737594.jpg,20003,29738659,607,9,466,154,318,223,262,513,1501737594.jpg,4.24
2523,1501737617.jpg,20003,26452554,602,74,482,141,377,339,329,147,1501737617.jpg,4.26
2524,1501737656.jpg,20003,28497809,626,16,474,180,364,251,266,140,1501737656.jpg,4.28
2525,1501737698.jpg,20003,30519766,637,40,512,159,417,269,459,110,1501737698.jpg,4.46
2526,1501738460.jpg,20003,32560748,421,13,491,33,395,99,219,115,1501738460.jpg,5.1
2527,1501738527.jpg,20003,33415455,533,37,444,90,212,266,312,186,1501738527.jpg,5.1
2528,1501738897.jpg,20003,36580970,469,18,554,41,252,412,285,329,1501738897.jpg,5.58
2529,1501739537.jpg,20003,31939348,498,19,409,81,170,281,227,120,1501739537.jpg,5.22
